state_id,county,policy_level,date,policy_type,start_stop
NY,Richmond,county,6/8/20,New Phase,start
MN,,state,3/28/20,Non-Essential Businesses,start
HI,Honolulu County,county,3/23/20,Shelter in Place,start
TX,Nolan County,county,4/2/20,Shelter in Place,start
NM,,state,3/16/20,Childcare (K-12),start
PA,,state,3/17/20,Day Care,start
TX,Pecos County,county,4/2/20,Shelter in Place,start
NE,Cuming,county,3/29/20,Shelter in Place,start
PA,Wayne,county,6/12/20,Phase 2,start
PA,Northumberland,county,6/12/20,Phase 2,start
CO,Otero,county,10/30/20,Food and Drink,start
MD,,state,3/16/20,Gyms,start
MI,Dickinson,county,7/31/20,Entertainment,start
ND,Traill,county,9/3/20,Non-Essential Businesses,start
NE,Franklin,county,3/31/20,Shelter in Place,start
ND,Billings,county,9/3/20,Phase 5,start
NH,Hillsborough,county,6/15/20,Food and Drink,start
FL,Orange County,county,3/26/20,Shelter in Place,start
IL,,state,5/11/20,Resumed Elective Medical Procedures,start
TX,Mason,county,7/3/20,Mask Requirement,start
MO,Stoddard County,county,4/3/20,Shelter in Place,start
MO,Webster County,county,3/26/20,Shelter in Place,start
CO,Douglas County,county,3/26/20,Shelter in Place,start
WA,,state,6/26/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
NJ,,state,4/13/20,Order Freezing Utility Shut Offs,start
AK,,state,3/16/20,Childcare (K-12),start
IN,,state,3/24/20,Gyms,start
FL,,state,3/20/20,Non-Essential Businesses,start
MS,Washington,county,7/13/20,Day Care,start
MI,Presque Isle,county,7/31/20,Entertainment,start
NY,Kings,county,6/8/20,Manufacturing,start
PA,Monroe County,county,3/23/20,Shelter in Place,start
OH,Cuyahoga,county,7/23/20,Public Health Advisory System,start
IA,Story,county,8/27/20,Food and Drink,start
IN,Cass,county,6/1/20,Phase 3,start
MS,Hinds,county,7/13/20,Outdoor and Recreation,start
ID,Bear Lake,county,6/13/20,Phase 4,start
TX,Webb County,county,3/28/20,Shelter in Place,start
KS,Douglas County,county,3/24/20,Shelter in Place,start
OR,,state,3/13/20,Allow Expand Medicaid Telehealth Coverage,start
OR,,state,5/1/20,Resumed Elective Medical Procedures,start
MI,Presque Isle,county,7/31/20,Outdoor and Recreation,start
IA,,state,3/26/20,Allow Audio Only Telehealth,start
IA,,state,3/27/20,Order Freezing Utility Shut Offs,start
IA,,state,3/17/20,Gyms,start
NY,Bronx,county,6/8/20,Construction,start
CA,Placer County,county,3/20/20,Shelter in Place,start
RI,,state,3/16/20,Day Care,start
MI,Menominee,county,7/31/20,Outdoor and Recreation,start
CA,Sutter County,county,3/18/20,Shelter in Place,start
MO,McDonald County,county,4/6/20,Shelter in Place,start
VT,,state,8/1/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
MS,Washington,county,7/13/20,Non-Essential Businesses,start
TN,,state,4/2/20,Shelter in Place,start
NE,,state,4/2/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
UT,Piute,county,6/19/20,Phase 4,start
TX,Smith County,county,3/27/20,Shelter in Place,start
KY,,state,3/26/20,Shelter in Place,start
KY,,state,3/18/20,Entertainment,start
MS,Claiborne,county,7/13/20,Childcare (K-12),start
TX,Llano County,county,3/30/20,Shelter in Place,start
IL,,state,3/21/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
NV,,state,3/16/20,Childcare (K-12),start
RI,,state,3/17/20,Food and Drink,start
WY,,state,3/19/20,Day Care,start
MI,,state,3/24/20,Day Care,start
CO,,state,4/30/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
TX,Potter County,county,3/30/20,Shelter in Place,start
OR,,state,3/24/20,Gyms,start
SC,,state,4/1/20,Gyms,start
SC,,state,3/30/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
TX,Guadalupe County,county,4/3/20,Shelter in Place,start
CO,,state,3/23/20,Suspended Elective Medical Dental Procedures,start
IA,,state,3/17/20,Entertainment,start
MO,Cole County,county,3/28/20,Shelter in Place,start
WV,,state,3/18/20,Food and Drink,start
MI,Gogebic,county,7/31/20,Outdoor and Recreation,start
KS,Wyandotte,county,6/30/20,Mask Requirement,start
MS,Sunflower,county,7/13/20,Food and Drink,start
CO,,state,3/17/20,Food and Drink,start
MS,Jefferson,county,7/13/20,Houses of Worship,start
ND,Traill,county,9/3/20,Phase 5,start
MO,Caldwell County,county,3/27/20,Shelter in Place,start
MO,,state,4/6/20,Shelter in Place,start
TX,,state,5/8/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
MS,Jackson,county,7/13/20,Manufacturing,start
HI,Honolulu,county,9/24/20,Phase 1,start
FL,Monroe,county,7/2/20,Outdoor and Recreation,start
HI,,state,3/16/20,Childcare (K-12),start
ME,,state,4/7/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
TX,Ochiltree,county,7/3/20,Mask Requirement,start
OR,,state,7/1/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
OH,Fairfield,county,7/23/20,Public Health Advisory System,start
MI,,state,3/16/20,Childcare (K-12),start
MP,,state,3/30/20,Shelter in Place,start
OR,Clackamas,county,5/23/20,Food and Drink,start
NH,Rockingham,county,6/15/20,Food and Drink,start
MI,,state,3/12/20,Allow Expand Medicaid Telehealth Coverage,start
TN,,state,3/23/20,Nursing Homes,start
HI,,state,3/17/20,Entertainment,start
VA,,state,3/25/20,Food and Drink,start
MI,Keweenaw,county,7/31/20,Entertainment,start
TX,Shackelford,county,7/3/20,Mask Requirement,start
MO,Cass County,county,3/24/20,Shelter in Place,start
TX,Victoria County,county,4/2/20,Shelter in Place,start
RI,,state,3/18/20,Allow Expand Medicaid Telehealth Coverage,start
ME,Lincoln,county,5/11/20,Non-Essential Businesses,start
IL,,state,3/21/20,Shelter in Place,start
TX,Live Oak County,county,4/2/20,Shelter in Place,start
OH,Athens,county,7/17/20,Mask Requirement,start
CT,,state,3/10/20,State of Emergency,start
NY,Richmond,county,6/8/20,Non-Essential Businesses,start
GA,Pickens County,county,3/24/20,Shelter in Place,start
NE,Lincoln,county,4/1/20,Shelter in Place,start
OR,,state,3/23/20,Shelter in Place,start
CA,Ventura,county,10/6/20,Non-Essential Businesses,start
MS,DeSoto,county,7/13/20,Outdoor and Recreation,start
MS,Quitman,county,7/13/20,Non-Essential Businesses,start
MO,Jackson,county,10/9/20,Mask Requirement,start
MS,Quitman,county,7/13/20,Entertainment,start
KS,Lyon County,county,3/26/20,Shelter in Place,start
OH,,state,3/19/20,Allow Audio Only Telehealth,start
AZ,,state,3/20/20,Entertainment,start
IL,,state,3/19/20,Allow Audio Only Telehealth,start
TX,Bexar,county,5/19/20,Personal Care,start
ME,Sagadahoc,county,5/18/20,Outdoor and Recreation,start
NC,,state,3/10/20,State of Emergency,start
NE,,state,4/3/20,Gyms,start
TX,Red River,county,7/3/20,Mask Requirement,start
CA,Santa Clara County,county,3/17/20,Shelter in Place,start
KS,Sumner County,county,3/27/20,Shelter in Place,start
CA,San Benito County,county,3/18/20,Shelter in Place,start
RI,,state,3/23/20,Gyms,start
KS,,state,3/30/20,Non-Essential Businesses,start
IA,,state,3/17/20,Food and Drink,start
TX,Childress,county,7/3/20,Mask Requirement,start
OH,Allen,county,7/23/20,Public Health Advisory System,start
WV,Monongalia,county,7/23/20,Bars,start
CO,Jefferson County,county,3/26/20,Shelter in Place,start
OR,,state,4/1/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
TX,Marion County,county,3/31/20,Shelter in Place,start
CA,,state,3/19/20,Gyms,start
NY,New York,county,6/8/20,New Phase,start
MO,Chariton County,county,3/30/20,Shelter in Place,start
VA,,state,5/1/20,Resumed Elective Medical Procedures,start
MO,,state,4/3/20,Gyms,start
KY,,state,3/18/20,Suspended Elective Medical Dental Procedures,start
CT,,state,3/16/20,Entertainment,start
MT,,state,3/20/20,Entertainment,start
IL,,state,3/21/20,Entertainment,start
ME,Waldo,county,7/8/20,Mask Requirement,start
CA,Alameda,county,5/18/20,Outdoor and Recreation,start
RI,,state,3/16/20,Order Freezing Utility Shut Offs,start
NE,,state,4/3/20,Childcare (K-12),start
ID,Adams,county,6/13/20,Day Care,start
MS,Jefferson,county,7/13/20,Manufacturing,start
MS,Lamar,county,7/25/20,Phase 3,start
CA,San Joaquin County,county,3/21/20,Shelter in Place,start
VA,,state,3/25/20,Non-Essential Businesses,start
CA,San Mateo County,county,3/17/20,Shelter in Place,start
WA,,state,3/18/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
RI,,state,3/19/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
MO,St. Charles County,county,3/24/20,Shelter in Place,start
MI,Gogebic,county,7/31/20,Entertainment,start
OR,Baker,county,6/6/20,Entertainment,start
CT,,state,3/27/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
MI,Marquette,county,7/31/20,Outdoor and Recreation,start
TX,,state,3/22/20,Suspended Elective Medical Dental Procedures,start
OR,Lane,county,5/15/20,Personal Care,start
KY,,state,3/16/20,Childcare (K-12),start
NJ,,state,4/8/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
WV,Monongalia,county,7/14/20,Phase 2,start
UT,Summit,county,6/27/20,Phase 3,start
MT,,state,3/28/20,Non-Essential Businesses,start
AL,,state,5/11/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
CO,Chaffee,county,10/6/20,Mask Requirement,start
NC,,state,3/16/20,Childcare (K-12),start
UT,Grand,county,7/3/20,Phase 3,start
VT,,state,5/4/20,Resumed Elective Medical Procedures,start
DE,,state,3/24/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
ME,York,county,6/17/20,Outdoor and Recreation,start
ME,Somerset,county,5/18/20,Food and Drink,start
OH,Franklin,county,7/8/20,Mask Requirement,start
NH,,state,3/27/20,Shelter in Place,start
WI,Dane,county,5/26/20,Outdoor and Recreation,start
PA,Union,county,6/12/20,Phase 2,start
TX,Burnet County,county,3/25/20,Shelter in Place,start
NH,,state,3/28/20,Entertainment,start
WI,,state,8/1/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
ND,Burleigh,county,9/3/20,Food and Drink,start
OK,,state,4/1/20,Gyms,start
MN,,state,3/13/20,State of Emergency,start
TX,Bailey,county,7/3/20,Mask Requirement,start
PA,Lebanon County,county,3/31/20,Shelter in Place,start
PA,Dauphin County,county,3/30/20,Shelter in Place,start
VT,,state,5/14/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
MO,Clinton County,county,3/26/20,Shelter in Place,start
ND,Renville,county,9/3/20,Outdoor and Recreation,start
IL,LaSalle,county,6/26/20,Entertainment,start
NV,,state,3/29/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
NY,,state,3/13/20,Order Freezing Utility Shut Offs,start
HI,,state,5/4/20,Order Freezing Utility Shut Offs,start
NJ,,state,3/20/20,Allow Expand Medicaid Telehealth Coverage,start
OH,Summit,county,7/10/20,Mask Requirement,start
CA,Alameda,county,5/18/20,New Phase,start
AR,,state,3/13/20,Nursing Homes,start
MA,,state,3/24/20,Entertainment,start
ND,Pierce,county,9/3/20,Non-Essential Businesses,start
CA,Humboldt County,county,3/20/20,Shelter in Place,start
CA,Napa County,county,3/20/20,Shelter in Place,start
MD,,state,3/16/20,Order Freezing Utility Shut Offs,start
NY,,state,3/16/20,Gyms,start
NE,Howard,county,4/3/20,Shelter in Place,start
ID,Adams,county,6/13/20,Entertainment,start
ND,Morton,county,9/3/20,Outdoor and Recreation,start
NM,,state,3/27/20,Suspended Elective Medical Dental Procedures,start
NE,Hooker,county,4/1/20,Shelter in Place,start
CT,,state,5/20/20,Non-Essential Businesses,stop
MS,Wayne,county,7/20/20,Manufacturing,stop
NC,Cabarrus County,county,4/16/20,Shelter in Place,stop
MS,Jackson,county,7/20/20,Non-Essential Businesses,stop
MI,,state,5/28/20,Shelter in Place,stop
UT,Davis County,county,5/1/20,Shelter in Place,stop
FL,Pinellas County,county,5/1/20,Shelter in Place,stop
AZ,,state,5/13/20,Gyms,stop
VT,,state,4/27/20,Non-Essential Businesses,stop
PA,Wayne County,county,4/30/20,Shelter in Place,stop
DC,District of Columbia,county,6/8/20,Shelter in Place,stop
CA,Lake County,county,5/17/20,Shelter in Place,stop
TX,Bee County,county,4/30/20,Shelter in Place,stop
MS,Rankin,county,7/20/20,Food and Drink,stop
IA,Story,county,9/20/20,Food and Drink,stop
TX,Panola County,county,4/14/20,Shelter in Place,stop
CO,Larimer County,county,4/17/20,Shelter in Place,stop
MI,,state,5/26/20,Non-Essential Businesses,stop
MO,Randolph County,county,4/24/20,Shelter in Place,stop
TX,Bowie County,county,4/13/20,Shelter in Place,stop
TX,Hardin County,county,5/1/20,Shelter in Place,stop
LA,,state,5/15/20,Gyms,stop
TX,Bell County,county,4/20/20,Shelter in Place,stop
CA,El Dorado County,county,4/30/20,Shelter in Place,stop
MS,Rankin,county,7/20/20,Manufacturing,stop
PA,Dauphin County,county,4/30/20,Shelter in Place,stop
HI,Honolulu County,county,4/30/20,Shelter in Place,stop
IA,,state,5/15/20,Non-Essential Businesses,stop
MS,Jackson,county,7/20/20,Manufacturing,stop
PA,Lawrence County,county,4/30/20,Shelter in Place,stop
KS,Jefferson County,county,4/14/20,Shelter in Place,stop
MP,,state,5/1/20,Shelter in Place,stop
MS,Rankin,county,7/20/20,Entertainment,stop
IA,Johnson,county,9/20/20,Food and Drink,stop
UT,Cache,county,8/30/20,Mask Requirement,stop
NE,Thayer,county,5/11/20,Shelter in Place,stop
TX,Frio County,county,4/6/20,Shelter in Place,stop
NE,Hooker,county,5/11/20,Shelter in Place,stop
SC,Williamsburg County,county,4/10/20,Shelter in Place,stop
NE,Logan,county,5/11/20,Shelter in Place,stop
NE,Madison,county,5/6/20,Shelter in Place,stop
FL,,state,5/18/20,Gyms,stop
MS,Lamar,county,8/3/20,Phase 3,stop
NV,,state,5/9/20,Food and Drink,stop
CA,Santa Cruz County,county,5/3/20,Shelter in Place,stop
GU,,state,5/10/20,Shelter in Place,stop
GA,,state,4/27/20,Food and Drink,stop
MS,Grenada,county,7/20/20,Food and Drink,stop
NE,Loup,county,5/11/20,Shelter in Place,stop
NE,Fillmore,county,5/11/20,Shelter in Place,stop
MS,Jefferson,county,7/20/20,Houses of Worship,stop
NE,Gosper,county,5/11/20,Shelter in Place,stop
TX,Hood County,county,4/7/20,Shelter in Place,stop
IL,Cook,county,5/30/20,Food and Drink,stop
MS,Sunflower,county,7/20/20,Manufacturing,stop
MS,Rankin,county,7/20/20,Day Care,stop
NE,Saline,county,5/11/20,Shelter in Place,stop
NE,Holt,county,5/11/20,Shelter in Place,stop
VA,,state,6/12/20,Gyms,stop
PA,Somerset County,county,4/30/20,Shelter in Place,stop
OR,,state,5/15/20,Non-Essential Businesses,stop
GA,Cherokee County,county,4/9/20,Shelter in Place,stop
MS,DeSoto,county,7/20/20,Houses of Worship,stop
MS,Claiborne,county,7/20/20,Food and Drink,stop
TX,Sabine County,county,4/30/20,Shelter in Place,stop
TX,Marion County,county,4/30/20,Shelter in Place,stop
MS,Washington,county,7/20/20,Outdoor and Recreation,stop
PA,Schuylkill County,county,4/30/20,Shelter in Place,stop
PA,Butler County,county,4/30/20,Shelter in Place,stop
TX,Bexar,county,6/4/20,Childcare (K-12),stop
NE,Lancaster,county,10/31/20,Houses of Worship,stop
FL,Miami-Dade,county,7/6/20,Entertainment,stop
MS,Sunflower,county,7/20/20,Entertainment,stop
IA,,state,5/15/20,Gyms,stop
HI,,state,6/5/20,Food and Drink,stop
RI,,state,5/18/20,Food and Drink,stop
MS,Harrison,county,7/20/20,Childcare (K-12),stop
WV,Monongalia,county,7/24/20,Phase 2,stop
TX,Henderson County,county,4/30/20,Shelter in Place,stop
TX,Calhoun County,county,4/30/20,Shelter in Place,stop
NC,Rutherford County,county,4/17/20,Shelter in Place,stop
PA,Delaware County,county,4/30/20,Shelter in Place,stop
MS,,state,4/27/20,Shelter in Place,stop
MT,,state,5/15/20,Gyms,stop
TX,Hale County,county,4/30/20,Shelter in Place,stop
TX,Leon County,county,4/19/20,Shelter in Place,stop
CO,Boulder County,county,3/26/20,Shelter in Place,stop
IL,,state,5/29/20,Gyms,stop
NH,,state,5/18/20,Food and Drink,stop
PA,Lancaster County,county,4/30/20,Shelter in Place,stop
MS,Harrison,county,7/20/20,Houses of Worship,stop
MS,Hinds,county,7/20/20,Manufacturing,stop
ME,Lincoln,county,7/8/20,Mask Requirement,start
MS,Jackson,county,7/13/20,Food and Drink,start
ND,Pembina,county,9/3/20,Non-Essential Businesses,start
PA,Carbon County,county,3/30/20,Shelter in Place,start
CO,,state,3/20/20,Allow Expand Medicaid Telehealth Coverage,start
NY,Bronx,county,6/8/20,Non-Essential Businesses,start
FL,,state,3/18/20,Allow Expand Medicaid Telehealth Coverage,start
MI,Delta,county,7/31/20,Entertainment,start
MS,Harrison,county,7/13/20,Outdoor and Recreation,start
NE,Box Butte,county,3/30/20,Shelter in Place,start
AR,,state,3/11/20,State of Emergency,start
MO,Jackson,county,5/11/20,Personal Care,start
TX,Frio County,county,3/30/20,Shelter in Place,start
MO,Jackson,county,5/11/20,Phase 1,start
ND,Wells,county,9/3/20,Phase 5,start
RI,,state,4/18/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
CA,,state,3/19/20,Non-Essential Businesses,start
PA,Columbia,county,6/12/20,Phase 2,start
IN,Marion,county,5/11/20,Phase 2,start
NE,Grant,county,3/30/20,Shelter in Place,start
NE,Seward,county,3/28/20,Shelter in Place,start
ID,Adams,county,6/13/20,Houses of Worship,start
ND,Stark,county,9/3/20,Phase 3,start
MO,Jackson,county,5/11/20,Entertainment,start
KS,Osage County,county,3/28/20,Shelter in Place,start
TX,Armstrong,county,7/3/20,Mask Requirement,start
WI,Dane,county,5/26/20,Non-Essential Businesses,start
NJ,,state,5/26/20,Resumed Elective Medical Procedures,start
NE,Burt,county,3/29/20,Shelter in Place,start
OH,Union,county,7/17/20,Mask Requirement,start
MI,Mackinac,county,7/31/20,Entertainment,start
MT,,state,7/15/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
VT,,state,3/18/20,Order Freezing Utility Shut Offs,start
TX,Concho,county,7/3/20,Mask Requirement,start
ND,Burleigh,county,9/3/20,Outdoor and Recreation,start
IL,LaSalle,county,6/26/20,Food and Drink,start
IL,Clinton,county,8/18/20,Food and Drink,start
CA,Colusa County,county,4/10/20,Shelter in Place,start
PA,Philadelphia,county,6/26/20,Phase 2,start
ND,McIntosh,county,9/3/20,Non-Essential Businesses,start
WV,,state,3/16/20,Allow Audio Only Telehealth,start
PA,Erie County,county,3/25/20,Shelter in Place,start
ME,York,county,6/1/20,Non-Essential Businesses,start
AR,,state,3/13/20,Allow Audio Only Telehealth,start
OH,Richland,county,7/17/20,Mask Requirement,start
FL,Broward,county,5/18/20,Personal Care,start
OH,Fairfield,county,7/10/20,Mask Requirement,start
MO,Greene County,county,3/26/20,Shelter in Place,start
TX,Aransas County,county,3/28/20,Shelter in Place,start
TX,Starr County,county,3/25/20,Shelter in Place,start
IN,,state,3/24/20,Shelter in Place,start
TX,Hardeman,county,7/3/20,Mask Requirement,start
ND,Rolette,county,9/3/20,Food and Drink,start
TX,Wichita County,county,3/30/20,Shelter in Place,start
KS,Shawnee County,county,3/26/20,Shelter in Place,start
DC,,state,3/16/20,Childcare (K-12),start
PA,Franklin,county,6/19/20,Phase 2,start
MO,Lafayette County,county,3/31/20,Shelter in Place,start
UT,,state,4/22/20,Resumed Elective Medical Procedures,start
WI,Dane,county,5/26/20,Houses of Worship,start
IA,,state,3/13/20,Allow Expand Medicaid Telehealth Coverage,start
NE,Harlan,county,3/31/20,Shelter in Place,start
OH,,state,3/24/20,Non-Essential Businesses,start
IA,,state,3/26/20,Non-Essential Businesses,start
ND,McLean,county,9/3/20,Childcare (K-12),start
CT,,state,3/20/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
LA,,state,3/16/20,Childcare (K-12),start
MI,,state,3/28/20,Order Freezing Utility Shut Offs,start
WA,,state,3/16/20,Entertainment,start
MO,,state,3/23/20,Food and Drink,start
ND,,state,3/20/20,Allow Audio Only Telehealth,start
MS,Quitman,county,7/13/20,Manufacturing,start
GU,,state,3/20/20,Shelter in Place,start
MA,,state,3/26/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
MT,,state,3/30/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
NE,Thayer,county,4/3/20,Shelter in Place,start
UT,San Juan,county,6/12/20,Phase 2,start
CO,Denver,county,6/6/20,Phase 2,start
TX,Bexar,county,5/19/20,Non-Essential Businesses,start
ID,Washington,county,10/27/20,Mask Requirement,start
WI,,state,3/25/20,Shelter in Place,start
MA,,state,3/16/20,Nursing Homes,start
ND,LaMoure,county,9/3/20,Phase 5,start
TX,Anderson County,county,4/2/20,Shelter in Place,start
TX,Hardin County,county,3/27/20,Shelter in Place,start
NC,Orange County,county,3/27/20,Shelter in Place,start
NE,,state,4/3/20,Entertainment,start
RI,,state,3/18/20,Allow Audio Only Telehealth,start
KY,,state,3/23/20,Day Care,start
MI,Benzie,county,7/31/20,Entertainment,start
UT,Emery,county,6/19/20,Phase 4,start
OH,Lucas,county,7/17/20,Mask Requirement,start
MS,,state,8/5/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
FL,Gadsden County,county,3/27/20,Shelter in Place,start
CO,,state,3/17/20,Gyms,start
OK,,state,4/1/20,Food and Drink,start
ND,LaMoure,county,9/3/20,Non-Essential Businesses,start
MA,,state,3/24/20,Non-Essential Businesses,start
AR,,state,4/10/20,Order Freezing Utility Shut Offs,start
NE,Hall,county,3/28/20,Shelter in Place,start
NY,Kings,county,6/8/20,New Phase,start
TX,Castro County,county,3/24/20,Shelter in Place,start
NM,,state,3/20/20,Allow Audio Only Telehealth,start
OH,,state,5/1/20,Resumed Elective Medical Procedures,start
AK,,state,3/20/20,Allow Expand Medicaid Telehealth Coverage,start
CA,Alameda,county,5/18/20,Manufacturing,start
NY,Queens,county,6/8/20,Wholesale Trade,start
ID,,state,3/25/20,Non-Essential Businesses,start
TX,Andrews County,county,4/4/20,Shelter in Place,start
WV,Jefferson County,county,4/6/20,Shelter in Place,start
NY,,state,3/7/20,State of Emergency,start
IA,Dallas,county,8/27/20,Food and Drink,start
UT,Summit County,county,3/27/20,Shelter in Place,start
SC,,state,8/3/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
NH,Coos,county,6/15/20,Food and Drink,start
MS,Rankin,county,7/13/20,Non-Essential Businesses,start
MN,,state,3/17/20,Food and Drink,start
IL,,state,3/16/20,Food and Drink,start
ME,Hancock,county,7/8/20,Mask Requirement,start
NV,,state,4/7/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
NM,,state,3/19/20,Food and Drink,start
PA,Lehigh County,county,3/25/20,Shelter in Place,start
PA,,state,3/16/20,Childcare (K-12),start
NM,,state,5/15/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
TX,Wheeler,county,7/3/20,Mask Requirement,start
GA,Dougherty County,county,3/22/20,Shelter in Place,start
AK,,state,3/18/20,Entertainment,start
MN,,state,3/23/20,Suspended Elective Medical Dental Procedures,start
ME,Penobscot,county,6/1/20,Food and Drink,start
OH,Clermont,county,7/23/20,Public Health Advisory System,start
PA,Monroe,county,6/19/20,Phase 2,start
ND,Foster,county,9/3/20,Non-Essential Businesses,start
IN,Marion County,county,3/25/20,Shelter in Place,start
OH,Franklin,county,7/23/20,Public Health Advisory System,start
TX,Baylor,county,7/3/20,Mask Requirement,start
MI,,state,1/1/20,Allow Audio Only Telehealth,start
NE,Polk,county,3/28/20,Shelter in Place,start
CA,San Francisco,county,9/30/20,Outdoor and Recreation,start
LA,,state,3/12/20,Nursing Homes,start
KS,Saline County,county,3/30/20,Shelter in Place,start
SD,,state,3/13/20,State of Emergency,start
NE,Knox,county,4/1/20,Shelter in Place,start
TX,Brown County,county,3/27/20,Shelter in Place,start
NV,,state,3/21/20,Food and Drink,start
NJ,,state,3/27/20,Suspended Elective Medical Dental Procedures,start
ND,Morton,county,9/3/20,Phase 3,start
MS,Jefferson,county,7/13/20,Food and Drink,start
MS,Wayne,county,7/13/20,Day Care,start
TX,Coryell County,county,4/8/20,Shelter in Place,start
PA,Montgomery County,county,3/23/20,Shelter in Place,start
TN,,state,3/24/20,Suspended Elective Medical Dental Procedures,start
FL,,state,3/15/20,Nursing Homes,start
NY,Richmond,county,6/8/20,construction,start
WA,,state,3/25/20,Allow Audio Only Telehealth,start
NH,,state,3/17/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
ME,Kennebec,county,5/18/20,Food and Drink,start
TX,Henderson County,county,4/7/20,Shelter in Place,start
ND,Mercer,county,9/3/20,Non-Essential Businesses,start
MS,Wayne,county,7/13/20,Non-Essential Businesses,start
TX,Angelina County,county,3/30/20,Shelter in Place,start
MS,Jefferson,county,7/13/20,Day Care,start
AK,,state,4/20/20,Resumed Elective Medical Procedures,start
MS,Sunflower,county,7/13/20,Non-Essential Businesses,start
NE,Frontier,county,4/3/20,Shelter in Place,start
NE,Garfield,county,4/3/20,Shelter in Place,start
MA,Suffolk,county,6/1/20,Non-Essential Businesses,start
NE,Antelope,county,4/1/20,Shelter in Place,start
DE,,state,5/1/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
NE,Boone,county,4/3/20,Shelter in Place,start
MI,Houghton,county,7/31/20,Entertainment,start
NE,Logan,county,4/1/20,Shelter in Place,start
OK,,state,3/15/20,State of Emergency,start
NY,Bronx,county,7/6/20,Phase 3,start
NH,,state,3/16/20,Childcare (K-12),start
MT,,state,3/20/20,Order Freezing Utility Shut Offs,start
MS,,state,3/24/20,Food and Drink,start
ND,Stark,county,9/3/20,Outdoor and Recreation,start
NY,Queens,county,6/8/20,New Phase,start
NE,Nance,county,4/3/20,Shelter in Place,start
ME,,state,4/2/20,Childcare (K-12),start
MI,Delta,county,7/31/20,Outdoor and Recreation,start
FL,Palm Beach,county,7/3/20,Non-Essential Businesses,start
CA,,state,3/19/20,Shelter in Place,start
NE,Buffalo,county,3/31/20,Shelter in Place,start
ND,Mercer,county,9/3/20,Childcare (K-12),start
ND,Billings,county,9/3/20,Non-Essential Businesses,start
MS,Warren County,county,4/3/20,Shelter in Place,start
NJ,,state,3/23/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
WI,Dane County,county,5/13/20,Shelter in Place,start
WV,,state,3/16/20,State of Emergency,start
MI,,state,5/29/20,Resumed Elective Medical Procedures,start
OH,Marion,county,7/23/20,Public Health Advisory System,start
MS,Harrison,county,7/13/20,Manufacturing,start
ME,Hancock,county,5/18/20,Outdoor and Recreation,start
TX,Zapata County,county,4/1/20,Shelter in Place,start
TX,Galveston County,county,3/24/20,Shelter in Place,start
CO,Archuleta,county,9/25/20,Non-Essential Businesses,start
GA,Floyd County,county,3/25/20,Shelter in Place,start
TX,Willacy County,county,3/26/20,Shelter in Place,start
PA,,state,3/19/20,Gyms,start
MT,,state,3/19/20,Allow Expand Medicaid Telehealth Coverage,start
MO,Platte County,county,3/24/20,Shelter in Place,start
HI,Maui County,county,3/25/20,Shelter in Place,start
PA,Juniata,county,6/12/20,Phase 2,start
ND,Burleigh,county,9/3/20,Non-Essential Businesses,start
MS,Harrison,county,7/13/20,Non-Essential Businesses,start
MS,Rankin,county,7/13/20,Childcare (K-12),start
TX,San Patricio County,county,3/30/20,Shelter in Place,start
RI,,state,4/10/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
MS,Grenada,county,7/13/20,Entertainment,start
ND,Barnes,county,9/3/20,Non-Essential Businesses,start
